cardname,cardq,cardid,cardrarity,cardcondition,card_edition,cardset,cardcode
Cyber Angel Izana,3,91668401,Common,M,Unlimited,Legendary Duelists: Season 2,LDS2-EN091
Cyber Angel Vrash,3,78316184,Common,M,Unlimited,Duelist Pack: Dimensional Guardians,DPDG-EN013
Cyber Archfiend,3,59907935,Common,M,Unlimited,Cybernetic Revolution,CRV-EN019
Cyber Archfiend,3,59907935,Common,M,Unlimited,Dark Revelation Volume 4,DR04-EN019
Cyber Dinosaur,3,39439590,Common,M,Unlimited,Structure Deck: Cyber Dragon Revolution,SDCR-EN009
Cyber Dinosaur,3,39439590,Common,M,Unlimited,Legendary Dragon Decks,LEDD-ENB08
Cyber Dragon,3,70095154,Common,M,Unlimited,Starter Deck: Saber Force,YS15-ENF05
Cyber Dragon,3,70095154,Common,M,Unlimited,Battle Pack 2: War of the Giants,BP02-EN039
Cyber Dragon,3,70095154,Common,M,Unlimited,Starter Deck: Link Strike,YS17-EN008
Cyber Dragon,3,70095154,Common,M,Unlimited,Battle Pack: Epic Dawn,BP01-EN138
Cyber Dragon,3,70095154,Common,M,Unlimited,Structure Deck: Cyber Strike,SDCS-EN003
Cyber Dragon,3,70095154,Common,M,Unlimited,Structure Deck: Cyber Dragon Revolution,SDCR-EN003
Cyber Dragon,3,70095154,Common,M,Unlimited,Ra Yellow Mega Pack,RYMP-EN058
Cyber Dragon,3,70095154,Common,M,Unlimited,Starter Deck: Xyz Symphony,YS12-EN011
Cyber Dragon,3,70095154,Common,M,Unlimited,Starter Deck: Codebreaker,YS18-EN014
Cyber Dragon,3,70095154,Common,M,Unlimited,Legendary Dragon Decks,LEDD-ENB01
Cyber Dragon,3,70095154,Common,M,Unlimited,Structure Deck: Machina Mayhem,SDMM-EN013
Cyber Dragon,3,70095154,Common,M,Unlimited,Egyptian God Deck: Obelisk the Tormentor,EGO1-EN009
Cyber Dragon,3,70095154,Common,M,Unlimited,OTS Tournament Pack 11,OP11-EN013
Cyber Dragon Core,3,23893227,Common,M,Unlimited,OTS Tournament Pack 2,OP02-EN018
Cyber Dragon Core,3,23893227,Common,M,Unlimited,Structure Deck: Cyber Strike,SDCS-EN008
Cyber Dragon Core,3,23893227,Common,M,Unlimited,Legendary Dragon Decks,LEDD-ENB04
Cyber Dragon Drei,3,59281922,Common,M,Unlimited,Legendary Duelists: White Dragon Abyss,LED3-EN020
Cyber Dragon Drei,3,59281922,Common,M,Unlimited,Structure Deck: Cyber Strike,SDCS-EN005
Cyber Dragon Drei,3,59281922,Common,M,Unlimited,Legendary Dragon Decks,LEDD-ENB03
Cyber Dragon Nachster,3,1142880,Common,M,Unlimited,Structure Deck: Cyber Strike,SDCS-EN007
Cyber Dragon Nova,3,58069384,Common,M,Unlimited,OTS Tournament Pack 1,OP01-EN021
Cyber Dragon Nova,3,58069384,Common,M,Unlimited,Legendary Dragon Decks,LEDD-ENB30
Cyber Dragon Sieger,3,46724542,Common,M,Unlimited,Legendary Duelists: Season 2,LDS2-EN034
Cyber Dragon Vier,3,29975188,Common,M,Unlimited,Cybernetic Horizon,CYHO-EN014
Cyber Dragon Vier,3,29975188,Common,M,Unlimited,Structure Deck: Cyber Strike,SDCS-EN006
Cyber Dragon Vier,3,29975188,Common,M,Unlimited,2019 Gold Sarcophagus Tin Mega Pack,MP19-EN085
Cyber Dragon Zwei,3,5373478,Common,M,Unlimited,Structure Deck: Cyber Strike,SDCS-EN004
Cyber Dragon Zwei,3,5373478,Common,M,Unlimited,Structure Deck: Cyber Dragon Revolution,SDCR-EN004
Cyber Dragon Zwei,3,5373478,Common,M,Unlimited,Legendary Dragon Decks,LEDD-ENB02
Cyber Egg Angel,3,28053106,Common,M,Unlimited,Legendary Duelists: Season 2,LDS2-EN090
Cyber Eltanin,3,33093439,Common,M,Unlimited,Structure Deck: Cyber Dragon Revolution,SDCR-EN010
Cyber Eltanin,3,33093439,Common,M,Unlimited,Legendary Dragon Decks,LEDD-ENB09
Cyber Emergency,3,60600126,Common,M,Unlimited,Structure Deck: Cyber Strike,SDCS-EN025
Cyber End Dragon,3,1546123,Common,M,Unlimited,Legendary Duelists: White Dragon Abyss,LED3-EN017
Cyber End Dragon,3,1546123,Common,M,Unlimited,Legendary Dragon Decks,LEDD-ENB25
Cyber Eternal,3,32768230,Common,M,Unlimited,Structure Deck: Cyber Strike,SDCS-EN022
Cyber Gymnast,3,76763417,Common,M,Unlimited,Enemy of Justice,EOJ-EN006
Cyber Harpie Lady,3,80316585,Common,M,Unlimited,Speed Duel: Battle City Box,SBCB-EN173
Cyber Harpie Lady,3,80316585,Common,M,Unlimited,Legendary Collection 4: Joey's World,LCJW-EN096
Cyber Harpie Lady,3,80316585,Common,M,Unlimited,Legendary Duelists: Season 2,LDS2-EN067
Cyber Kirin,3,76986005,Common,M,Unlimited,Dark Revelation Volume 4,DR04-EN188
Cyber Kirin,3,76986005,Common,M,Unlimited,Duelist Pack 4: Zane Truesdale,DP04-EN005
Cyber Kirin,3,76986005,Common,M,Unlimited,Enemy of Justice,EOJ-EN008
Cyber Larva,3,35050257,Common,M,Unlimited,Structure Deck: Cyber Dragon Revolution,SDCR-EN007
Cyber Network,3,12670770,Common,M,Unlimited,Structure Deck: Cyber Dragon Revolution,SDCR-EN029
Cyber Network,3,12670770,Common,M,Unlimited,Legendary Dragon Decks,LEDD-ENB20
Cyber Ogre,3,64268668,Common,M,Unlimited,Cyberdark Impact,CDIP-EN004
Cyber Ouroboros,3,30042158,Common,M,Unlimited,Phantom Darkness,PTDN-EN011
Cyber Petit Angel,3,76103404,Common,M,Unlimited,Legendary Duelists: Sisters of the Rose,LED4-EN017
Cyber Petit Angel,3,76103404,Common,M,Unlimited,Dragons of Legend: The Complete Series,DLCS-EN107
Cyber Pharos,3,29719112,Common,M,Unlimited,Structure Deck: Cyber Strike,SDCS-EN010
Cyber Pharos,3,29719112,Common,M,Unlimited,Legendary Duelists: Season 2,LDS2-EN031
Cyber Phoenix,3,3370104,Common,M,Unlimited,Battle Pack 3: Monster League,BP03-EN020
Cyber Phoenix,3,3370104,Common,M,Unlimited,Structure Deck: Cyber Strike,SDCS-EN012
Cyber Phoenix,3,3370104,Common,M,Unlimited,Structure Deck: Cyber Dragon Revolution,SDCR-EN008
Cyber Phoenix,3,3370104,Common,M,Unlimited,Legendary Dragon Decks,LEDD-ENB07
Cyber Phoenix,3,3370104,Common,M,Unlimited,Duelist Pack 4: Zane Truesdale,DP04-EN006
Cyber Phoenix,3,3370104,Common,M,Unlimited,Astral Pack 2,AP02-EN015
Cyber Prima,3,2158562,Common,M,Unlimited,Duelist Pack: Dimensional Guardians,DPDG-EN009
Cyber Raider,3,39978267,Common,M,Unlimited,Battle Pack 2: War of the Giants: Round 2,BPW2-EN008
Cyber Raider,3,39978267,Common,M,Unlimited,Speed Duel: Trials of the Kingdom,SBTK-EN012
Cyber Raider,3,39978267,Common,M,Unlimited,Dark Revelation Volume 1,DR1-EN173
Cyber Repair Plant,3,86686671,Common,M,Unlimited,Legendary Duelists: White Dragon Abyss,LED3-EN021
Cyber Repair Plant,3,86686671,Common,M,Unlimited,Structure Deck: Cyber Strike,SDCS-EN024
Cyber Repair Plant,3,86686671,Common,M,Unlimited,Structure Deck: Cyber Dragon Revolution,SDCR-EN019
Cyber Repair Plant,3,86686671,Common,M,Unlimited,Legendary Dragon Decks,LEDD-ENB12
Cyber Saurus,3,89112729,Common,M,Unlimited,OTS Tournament Pack 16,OP16-EN014
Cyber Shadow Gardna,3,90440725,Common,M,Unlimited,Legendary Dragon Decks,LEDD-ENB21
Cyber Shark,3,32393580,Common,M,Unlimited,Astral Pack 1,AP01-EN016
Cyber Shield,3,63224564,Common,M,Unlimited,Speed Duel Decks: Duelists of Tomorrow,SS02-ENC12
Cyber Shield,3,63224564,Common,M,Unlimited,Storm of Ragnarok,STOR-EN090
Cyber Shield,3,63224564,Common,M,Unlimited,Legendary Collection 4: Joey's World,LCJW-EN105
Cyber Shield,3,63224564,Common,M,Unlimited,Legendary Duelists: Season 2,LDS2-EN079
Cyber Soldier of Darkworld,3,75559356,Common,M,Unlimited,Tournament Pack 1,TP1-028
Cyber Summon Blaster,3,63477921,Common,M,Unlimited,Structure Deck: Mechanized Madness,SR10-EN035
Cyber Tutu,3,49375719,Common,M,Unlimited,Dark Revelation Volume 4,DR04-EN185
Cyber Tutu,3,49375719,Common,M,Unlimited,Enemy of Justice,EOJ-EN005
Cyber Tutubon,3,42600274,Common,M,Unlimited,2017 Mega-Tin Mega Pack,MP17-EN178
Cyber Tutubon,3,42600274,Common,M,Unlimited,Raging Tempest,RATE-EN010
Cyber Tutubon,3,42600274,Common,M,Unlimited,Duelist Pack: Dimensional Guardians,DPDG-EN010
Cyber Twin Dragon,3,74157028,Common,M,Unlimited,Duel Terminal 3,DT03-EN085
Cyber Twin Dragon,3,74157028,Common,M,Unlimited,Legendary Duelists: White Dragon Abyss,LED3-EN018
Cyber Twin Dragon,3,74157028,Common,M,Unlimited,Legendary Dragon Decks,LEDD-ENB26
Cyber Valley,3,3657444,Common,M,Unlimited,Structure Deck: Cyber Strike,SDCS-EN011
Cyber Valley,3,3657444,Common,M,Unlimited,Structure Deck: Cyber Dragon Revolution,SDCR-EN006
Cyber Valley,3,3657444,Common,M,Unlimited,Legendary Dragon Decks,LEDD-ENB06
Cyber Valley,3,3657444,Common,M,Unlimited,Battle Pack: Epic Dawn,BP01-EN197
Cyber Valley,3,3657444,Common,M,Unlimited,Structure Deck: Machina Mayhem,SDMM-EN019
Cyber-Tech Alligator,3,48766543,Common,M,Unlimited,5D's Starter Deck 2009,5DS2-EN003
Cyber-Tech Alligator,3,48766543,Common,M,Unlimited,Starter Deck: Jaden Yuki,YSDJ-EN001
Cyber-Tech Alligator,3,48766543,Common,M,Unlimited,Starter Deck: Syrus Truesdale,YSDS-EN001
Cyber-Tech Alligator,3,48766543,Common,M,Unlimited,Legendary Collection 4: Joey's World,LCJW-EN011
Cyberdark Cannon,3,45078193,Common,M,Unlimited,Legendary Duelists: Season 1,LDS1-EN034
Cyberdark Cannon,3,45078193,Common,M,Unlimited,Structure Deck: Cyber Strike,SDCS-EN016
Cyberdark Claw,3,82562802,Common,M,Unlimited,Legendary Duelists: Season 1,LDS1-EN035
Cyberdark Claw,3,82562802,Common,M,Unlimited,Structure Deck: Cyber Strike,SDCS-EN017
Cyberdark Dragon,3,40418351,Common,M,Unlimited,Structure Deck: Cyber Strike,SDCS-EN045
Cyberdark Dragon,3,40418351,Common,M,Unlimited,Legendary Duelists: Season 1,LDS1-EN036
Cyberdark Edge,3,77625948,Common,M,Unlimited,Duel Terminal 4,DT04-EN053
Cyberdark Edge,3,77625948,Common,M,Unlimited,Legendary Duelists: Season 1,LDS1-EN032
Cyberdark Edge,3,77625948,Common,M,Unlimited,Structure Deck: Cyber Strike,SDCS-EN014
Cyberdark Edge,3,77625948,Common,M,Unlimited,Duelist Pack 4: Zane Truesdale,DP04-EN008
Cyberdark Edge,3,77625948,Common,M,Unlimited,Legendary Duelists,LEDU-EN027
Cyberdark Horn,3,41230939,Common,M,Unlimited,Duel Terminal 4,DT04-EN002
Cyberdark Horn,3,41230939,Common,M,Unlimited,Legendary Duelists: Season 1,LDS1-EN031
Cyberdark Horn,3,41230939,Common,M,Unlimited,Structure Deck: Cyber Strike,SDCS-EN013
Cyberdark Horn,3,41230939,Common,M,Unlimited,Duelist Pack 4: Zane Truesdale,DP04-EN007
Cyberdark Horn,3,41230939,Common,M,Unlimited,Legendary Duelists,LEDU-EN026
Cyberdark Impact!,3,80033124,Common,M,Unlimited,Duel Terminal 5,DT05-EN094
Cyberdark Impact!,3,80033124,Common,M,Unlimited,Legendary Duelists: Season 1,LDS1-EN038
Cyberdark Impact!,3,80033124,Common,M,Unlimited,Structure Deck: Cyber Strike,SDCS-EN027
Cyberdark Inferno,3,44352516,Common,M,Unlimited,Legendary Duelists: Season 1,LDS1-EN039
Cyberdark Inferno,3,44352516,Common,M,Unlimited,Structure Deck: Cyber Strike,SDCS-EN028
Cyberdark Invasion,3,1157683,Common,M,Unlimited,Structure Deck: Cyber Strike,SDCS-EN034
Cyberdark Keel,3,3019642,Common,M,Unlimited,Duel Terminal 5,DT05-EN002
Cyberdark Keel,3,3019642,Common,M,Unlimited,Legendary Duelists: Season 1,LDS1-EN033
Cyberdark Keel,3,3019642,Common,M,Unlimited,Structure Deck: Cyber Strike,SDCS-EN015
Cyberdark Keel,3,3019642,Common,M,Unlimited,Duelist Pack 4: Zane Truesdale,DP04-EN009
Cyberdark Keel,3,3019642,Common,M,Unlimited,Legendary Duelists,LEDU-EN028
Cyberdarkness Dragon,3,18967507,Common,M,Unlimited,Legendary Duelists: Season 1,LDS1-EN037
Cyberdarkness Dragon,3,18967507,Common,M,Unlimited,Structure Deck: Cyber Strike,SDCS-EN043
Cyberload Fusion,3,55704856,Common,M,Unlimited,Structure Deck: Cyber Strike,SDCS-EN026
Cybernetic Cyclopean,3,96428622,Common,M,Unlimited,Starter Deck: Jaden Yuki,YSDJ-EN020
Cybernetic Cyclopean,3,96428622,Common,M,Unlimited,Cybernetic Revolution,CRV-EN017
Cybernetic Cyclopean,3,96428622,Common,M,Unlimited,Dark Revelation Volume 4,DR04-EN017
Cybernetic Cyclopean,3,96428622,Common,M,Unlimited,Starter Deck: Kaiba Reloaded,YSKR-EN021
Cybernetic Fusion Support,3,58199906,Common,M,Unlimited,2016 Mega-Tin Mega Pack,MP16-EN042
Cybernetic Fusion Support,3,58199906,Common,M,Unlimited,Legendary Dragon Decks,LEDD-ENB13
Cybernetic Fusion Support,3,58199906,Common,M,Unlimited,Crossed Souls,CROS-EN092
Cybernetic Hidden Technology,3,92773018,Common,M,Unlimited,Phantom Darkness,PTDN-EN069
Cybernetic Hidden Technology,3,92773018,Common,M,Unlimited,Structure Deck: Cyber Dragon Revolution,SDCR-EN030
Cybernetic Magician,3,59023523,Common,M,Unlimited,Battle Pack: Epic Dawn,BP01-EN139
Cybernetic Overflow,3,82428674,Common,M,Unlimited,Cybernetic Horizon,CYHO-EN073
Cybernetic Overflow,3,82428674,Common,M,Unlimited,Structure Deck: Cyber Strike,SDCS-EN040
Cybernetic Overflow,3,82428674,Common,M,Unlimited,2019 Gold Sarcophagus Tin Mega Pack,MP19-EN129
Cybernetic Revolution,3,18597560,Common,M,Unlimited,Structure Deck: Cyber Strike,SDCS-EN035
Cybernetic Revolution,3,18597560,Common,M,Unlimited,Legendary Duelists: Season 2,LDS2-EN037
Cybernetic Zone,3,47295267,Common,M,Unlimited,Phantom Darkness,PTDN-EN052
Cybersal Cyclone,3,37007105,Common,M,Unlimited,2019 Gold Sarcophagus Tin Mega Pack,MP19-EN033
Cybersal Cyclone,3,37007105,Common,M,Unlimited,Flames of Destruction,FLOD-EN053
Cyberse Accelerator,3,89238128,Common,M,Unlimited,2021 Tin of Ancient Battles,MP21-EN241
Cyberse Beacon,3,91269402,Common,M,Unlimited,Circuit Break,CIBR-EN067
Cyberse Beacon,3,91269402,Common,M,Unlimited,2018 Mega-Tin Mega Pack,MP18-EN147
Cyberse Beacon,3,91269402,Common,M,Unlimited,Star Pack VRAINS,SP18-EN044
Cyberse Converter,3,14505685,Common,M,Unlimited,Savage Strike,SAST-EN092
Cyberse Gadget,3,645087,Common,M,Unlimited,Structure Deck: Powercode Link,SDPL-EN009
Cyberse Integrator,3,25200959,Common,M,Unlimited,Savage Strike,SAST-EN043
Cyberse Reminder,3,56337500,Common,M,Unlimited,Dark Neostorm,DANE-EN040
Cyberse Wicckid,3,52698008,Common,M,Unlimited,Savage Strike,SAST-EN044
Cyberse Wizard,3,36033786,Common,M,Unlimited,Star Pack VRAINS,SP18-EN003
Cyberse Wizard,3,36033786,Common,M,Unlimited,Structure Deck: Cyberse Link,SDCL-EN009
Cyborg Doctor,3,51020079,Common,M,Unlimited,Ancient Prophecy,ANPR-EN032
Cycle of the World,3,32828635,Common,M,Unlimited,Cybernetic Horizon,CYHO-EN056
Cyclon Laser,3,5494820,Common,M,Unlimited,Dark Beginning 2,DB2-EN028
Cyclone Blade,3,22147147,Common,M,Unlimited,Duelist Pack 5: Aster Phoenix,DP05-EN018
Cyclone Blade,3,22147147,Common,M,Unlimited,Legendary Collection 2,LCGX-EN143
Cyclone Boomerang,3,29612557,Common,M,Unlimited,Duelist Pack 3: Jaden Yuki 2,DP03-EN015
Cyclone Boomerang,3,29612557,Common,M,Unlimited,Legendary Collection 2,LCGX-EN086
Cyclone Boomerang,3,29612557,Common,M,Unlimited,Dark Revelation Volume 4,DR04-EN162
Cycroid,3,45945685,Common,M,Unlimited,Cybernetic Revolution,CRV-EN001
Cycroid,3,45945685,Common,M,Unlimited,Starter Deck: Syrus Truesdale,YSDS-EN006
Cycroid,3,45945685,Common,M,Unlimited,Dark Revelation Volume 4,DR04-EN001
Cynet Cascade,3,4433488,Common,M,Unlimited,Burst of Destiny,BODE-EN099
Cynet Crosswipe,3,77449773,Common,M,Unlimited,Burst of Destiny,BODE-EN096
Cynet Fusion,3,65801012,Common,M,Unlimited,2019 Gold Sarcophagus Tin Mega Pack,MP19-EN193
Cynet Refresh,3,36368606,Common,M,Unlimited,2018 Mega-Tin Mega Pack,MP18-EN214
Cynet Refresh,3,36368606,Common,M,Unlimited,Extreme Force,EXFO-EN067
Cynet Regression,3,19943114,Common,M,Unlimited,Starter Deck: Codebreaker,YS18-EN033
Cynet Ritual,3,34767865,Common,M,Unlimited,2019 Gold Sarcophagus Tin Mega Pack,MP19-EN113
Cynet Storm,3,42461852,Common,M,Unlimited,Structure Deck: Powercode Link,SDPL-EN021
Cynet Universe,3,61583217,Common,M,Unlimited,Starter Deck: Link Strike,YS17-EN021
Cynet Universe,3,61583217,Common,M,Unlimited,Starter Deck: Codebreaker,YS18-EN022
D - Chain,3,43405287,Common,M,Unlimited,Duelist Pack 5: Aster Phoenix,DP05-EN028
D - Chain,3,43405287,Common,M,Unlimited,Legendary Collection 2,LCGX-EN152
D - Counter,3,8698851,Common,M,Unlimited,Legendary Collection 2,LCGX-EN153
D - Formation,3,74329404,Common,M,Unlimited,Light of Destruction,LODT-EN048
D - Formation,3,74329404,Common,M,Unlimited,Legendary Collection 2,LCGX-EN147
D - Fortune,3,9201964,Common,M,Unlimited,Light of Destruction,LODT-EN066
D - Fortune,3,9201964,Common,M,Unlimited,Legendary Collection 2,LCGX-EN154
D - Shield,3,62868900,Common,M,Unlimited,Enemy of Justice,EOJ-EN054
D - Shield,3,62868900,Common,M,Unlimited,Dark Revelation Volume 4,DR04-EN234
D - Shield,3,62868900,Common,M,Unlimited,Duelist Pack 5: Aster Phoenix,DP05-EN026
D - Shield,3,62868900,Common,M,Unlimited,Legendary Collection 2,LCGX-EN150
D - Spirit,3,89899996,Common,M,Unlimited,Duelist Pack 5: Aster Phoenix,DP05-EN017
D - Spirit,3,89899996,Common,M,Unlimited,Power of the Duelist,POTD-EN041
D - Spirit,3,89899996,Common,M,Unlimited,Legendary Collection 2,LCGX-EN142
D - Time,3,99075257,Common,M,Unlimited,Dark Revelation Volume 4,DR04-EN233
D - Time,3,99075257,Common,M,Unlimited,Duelist Pack 5: Aster Phoenix,DP05-EN025
D - Time,3,99075257,Common,M,Unlimited,Legendary Hero Decks,LEHD-ENA28
D Cubed,3,99357565,Common,M,Unlimited,Legendary Hero Decks,LEHD-ENA14
D-Fusion,3,26841274,Common,M,Unlimited,Legendary Hero Decks,LEHD-ENA30
D. Human,3,81057959,Common,M,Unlimited,Starter Deck: Kaiba,SDK-030
D. Tribe,3,2833249,Common,M,Unlimited,Pharaonic Guardian,PGD-102
D. Tribe,3,2833249,Common,M,Unlimited,Starter Deck: Kaiba Evolution,SKE-050
D. Tribe,3,2833249,Common,M,Unlimited,Dark Revelation Volume 1,DR1-EN050
D.3.S. Frog,3,9910360,Common,M,Unlimited,Shadow of Infinity,SOI-EN036
D.3.S. Frog,3,9910360,Common,M,Unlimited,Dark Revelation Volume 4,DR04-EN156
D.D. Assailant,3,70074904,Common,M,Unlimited,Structure Deck: The Dark Emperor,SDDE-EN017
D.D. Assailant,3,70074904,Common,M,Unlimited,Battle Pack: Epic Dawn,BP01-EN133
D.D. Assault Carrier,3,56790702,Common,M,Unlimited,Burst of Destiny,BODE-EN082
D.D. Borderline,3,60912752,Common,M,Unlimited,Dark Revelation Volume 2,DR2-EN040
D.D. Crazy Beast,3,48148828,Common,M,Unlimited,Dark Revelation Volume 1,DR1-EN074
D.D. Crow,3,24508238,Common,M,Unlimited,Duel Terminal 5,DT05-EN003
D.D. Crow,3,24508238,Common,M,Unlimited,OTS Tournament Pack 3,OP03-EN018
D.D. Crow,3,24508238,Common,M,Unlimited,Turbo Pack: Booster Three,TU03-EN013
D.D. Crow,3,24508238,Common,M,Unlimited,Champion Pack 5,CP05-EN016
D.D. Dynamite,3,8628798,Common,M,Unlimited,Structure Deck: The Dark Emperor,SDDE-EN035
D.D. Dynamite,3,8628798,Common,M,Unlimited,Dark Revelation Volume 3,DR3-EN177
D.D. Dynamite,3,8628798,Common,M,Unlimited,Flaming Eternity,FET-EN057
D.D. Esper Star Sparrow,3,80208158,Common,M,Unlimited,Battle Pack 2: War of the Giants: Round 2,BPW2-EN056
D.D. Guide,3,52702748,Common,M,Unlimited,Shadow of Infinity,SOI-EN014
D.D. Guide,3,52702748,Common,M,Unlimited,Dark Revelation Volume 4,DR04-EN134
D.D. Patrol Plane,3,75991479,Common,M,Unlimited,Chaos Impact,CHIM-EN028
D.D. Scout Plane,3,3773196,Common,M,Unlimited,Structure Deck: The Dark Emperor,SDDE-EN011
D.D. Seeker,3,89015998,Common,M,Unlimited,2018 Mega-Tin Mega Pack,MP18-EN189
D.D. Seeker,3,89015998,Common,M,Unlimited,Extreme Force,EXFO-EN031
D.D. Sprite,3,16638212,Common,M,Unlimited,Structure Deck: Wave of Light,SR05-EN023
D.D. Survivor,3,48092532,Common,M,Unlimited,Structure Deck: The Dark Emperor,SDDE-EN014
D.D. Survivor,3,48092532,Common,M,Unlimited,Ra Yellow Mega Pack,RYMP-EN086
D.D. Survivor,3,48092532,Common,M,Unlimited,Champion Pack 4,CP04-EN019
D.D. Survivor,3,48092532,Common,M,Unlimited,Legendary Collection 2,LCGX-EN224
D.D. Trainer,3,86498013,Common,M,Unlimited,Dark Revelation Volume 1,DR1-EN217
D.D. Trap Hole,3,5606466,Common,M,Unlimited,Legendary Collection 4: Joey's World,LCJW-EN275
D.D. Trap Hole,3,5606466,Common,M,Unlimited,Dark Revelation Volume 4,DR04-EN057
D.D. Warrior,3,37043180,Common,M,Unlimited,Structure Deck: The Dark Emperor,SDDE-EN006
D.D. Warrior,3,37043180,Common,M,Unlimited,Structure Deck: Warriors' Strike,SDWS-EN013
D.D. Warrior Lady,3,7572887,Common,M,Unlimited,Structure Deck: The Dark Emperor,SDDE-EN010
D.D. Warrior Lady,3,7572887,Common,M,Unlimited,Structure Deck: Warrior's Triumph,SD5-EN011
D.D. Warrior Lady,3,7572887,Common,M,Unlimited,Structure Deck: Warriors' Strike,SDWS-EN009
D.D.D. - Different Dimension Derby,3,76552147,Common,M,Unlimited,Dawn of Majesty,DAMA-EN085
D.D.R. - Different Dimension Reincarnation,3,9622164,Common,M,Unlimited,Turbo Pack Booster One Pack,TU01-EN020
D.D.R. - Different Dimension Reincarnation,3,9622164,Common,M,Unlimited,OTS Tournament Pack 15,OP15-EN017
D.D.R. - Different Dimension Reincarnation,3,9622164,Common,M,Unlimited,Structure Deck: Cyber Dragon Revolution,SDCR-EN025
D.D.R. - Different Dimension Reincarnation,3,9622164,Common,M,Unlimited,Structure Deck: Cyberse Link,SDCL-EN026
D.D.R. - Different Dimension Reincarnation,3,9622164,Common,M,Unlimited,Structure Deck: Dragons Collide,SDDC-EN034
D/D Ark,3,36614113,Common,M,Unlimited,Rise of the Duelist,ROTD-EN084
D/D Cerberus,3,39153655,Common,M,Unlimited,Structure Deck: Pendulum Domination,SDPD-EN007
D/D Evil,3,55415564,Common,M,Unlimited,Rise of the Duelist,ROTD-EN085
D/D Ghost,3,33334269,Common,M,Unlimited,Maximum Crisis,MACR-EN015
D/D Lilith,3,12822541,Common,M,Unlimited,Structure Deck: Pendulum Domination,SDPD-EN008
D/D Necro Slime,3,72291412,Common,M,Unlimited,2016 Mega-Tin Mega Pack,MP16-EN115
D/D Necro Slime,3,72291412,Common,M,Unlimited,Dimension of Chaos,DOCS-EN012
D/D Necro Slime,3,72291412,Common,M,Unlimited,Star Pack - Battle Royal,SP17-EN027
D/D Nighthowl,3,48210156,Common,M,Unlimited,Structure Deck: Pendulum Domination,SDPD-EN009
D/D Pandora,3,32146097,Common,M,Unlimited,2016 Mega-Tin Mega Pack,MP16-EN057
D/D Pandora,3,32146097,Common,M,Unlimited,Clash of Rebellions,CORE-EN011
D/D Proud Chevalier,3,17979378,Common,M,Unlimited,Structure Deck: Pendulum Domination,SDPD-EN015
D/D Proud Ogre,3,81571633,Common,M,Unlimited,Structure Deck: Pendulum Domination,SDPD-EN014
D/D Recruits,3,8643186,Common,M,Unlimited,Structure Deck: Pendulum Domination,SDPD-EN033
D/D Reroll,3,71069715,Common,M,Unlimited,Structure Deck: Pendulum Domination,SDPD-EN032
D/D Savant Copernicus,3,46796664,Common,M,Unlimited,Structure Deck: Pendulum Domination,SDPD-EN003
D/D Savant Galilei,3,74605254,Common,M,Unlimited,Structure Deck: Pendulum Domination,SDPD-EN010
D/D Savant Galilei,3,74605254,Common,M,Unlimited,2016 Mega-Tin Mega Pack,MP16-EN166
D/D Savant Galilei,3,74605254,Common,M,Unlimited,Dimension of Chaos,DOCS-EN091
D/D Savant Kepler,3,11609969,Common,M,Unlimited,Structure Deck: Pendulum Domination,SDPD-EN011
D/D Savant Kepler,3,11609969,Common,M,Unlimited,2016 Mega-Tin Mega Pack,MP16-EN167
D/D Savant Kepler,3,11609969,Common,M,Unlimited,Dimension of Chaos,DOCS-EN092
D/D Savant Newton,3,19302550,Common,M,Unlimited,Structure Deck: Pendulum Domination,SDPD-EN002
D/D Savant Nikola,3,46035545,Common,M,Unlimited,2017 Mega-Tin Mega Pack,MP17-EN066
D/D Savant Nikola,3,46035545,Common,M,Unlimited,The Dark Illusion,TDIL-EN011
D/D Swirl Slime,3,45206713,Common,M,Unlimited,2016 Mega-Tin Mega Pack,MP16-EN114
D/D Swirl Slime,3,45206713,Common,M,Unlimited,Dimension of Chaos,DOCS-EN011
D/D Swirl Slime,3,45206713,Common,M,Unlimited,Star Pack - Battle Royal,SP17-EN026
D/D Vice Typhon,3,59123937,Common,M,Unlimited,Code of the Duelist,COTD-EN017
D/D/D Contract Change,3,811734,Common,M,Unlimited,2016 Mega-Tin Mega Pack,MP16-EN154
D/D/D Contract Change,3,811734,Common,M,Unlimited,Dimension of Chaos,DOCS-EN068
D/D/D Doom King Armageddon,3,47198668,Common,M,Unlimited,Structure Deck: Pendulum Domination,SDPD-EN006
D/D/D Duo-Dawn King Kali Yuga,3,15939229,Common,M,Unlimited,Star Pack - Battle Royal,SP17-EN045
D/D/D Flame High King Genghis,3,16006416,Common,M,Unlimited,Soul Fusion,SOFU-EN095
D/D/D Human Resources,3,72648577,Common,M,Unlimited,Structure Deck: Pendulum Domination,SDPD-EN034
D/D/D Human Resources,3,72648577,Common,M,Unlimited,2016 Mega-Tin Mega Pack,MP16-EN172
D/D/D Human Resources,3,72648577,Common,M,Unlimited,Dimension of Chaos,DOCS-EN097
D/D/D Oblivion King Abyss Ragnarok,3,74069667,Common,M,Unlimited,Structure Deck: Pendulum Domination,SDPD-EN012
D/D/D Oblivion King Abyss Ragnarok,3,74069667,Common,M,Unlimited,Star Pack - Battle Royal,SP17-EN029
